EOM_DT,CUSIP,SEC_SYM,MF_FAM_DESC,MF_NM,MF_CLASS,EXISTS_ON_MSTA,CHANNEL,ACCT_TYP,PROGRAM,LEGACY_PROGRAM,RTMT_ACCT_TYP,TRADE_SIDE,EXCHANGE_IND,GROSS_AMOUNT,NET_ORIG_AMOUNT,NET_AMOUNT,TRD_CNT,Is_it_a_MF,Rec,ACL,Fund_ID,Brand,Mstar_Cat,US_cat
2026-01-31,3TV3I12VJ,ZZOUX,AMERICAN FUNDS,AMERICAN FUNDS Bond Fund A,A,Y,FINET,BROKERAGE,BROKERAGE,FC/QC,IRA,P,N,857213.35,857213.35,857213.35,9,Y,Y,Y,FSUSA1CZS7,capital group,US Fund High Yield Bond,US Fund High Yield Bond
2025-06-30,3TV3I12VJ,ZZOUX,AMERICAN FUNDS,AMERICAN FUNDS Bond Fund A,A,Y,FINET,ADVISORY,ADVISORY,FUNDSOURCE,QP,P,N,4884919.21,4884919.21,4884919.21,10,Y,Y,Y,FSUSA1CZS7,capital group,US Fund High Yield Bond,US Fund High Yield Bond
2026-02-28,T7E8G8JDP,SIPNX,CAPITAL GROUP,CAPITAL GROUP Blend Fund A,A,Y,WFAS,BROKERAGE,BROKERAGE,ASSET ADVISOR,NON-RETIREMENT,P,N,2920619.07,2920619.07,2920619.07,49,Y,N,Y,FSUSAYANEZ,capital group,US Fund Foreign Large Blend,US Fund Foreign Large Blend
2025-08-31,OQW9JA2M0,QUTIX,VANGUARD,VANGUARD Growth Fund C,C,Y,FCCS,ADVISORY,ADVISORY,PERSONALIZED UMA,SEP,P,N,3562578.12,3562578.12,3562578.12,41,Y,Y,Y,FSCAP2IIZJ,Vanguard,US Fund Large Growth,US Fund Large Growth
2026-03-31,2DHYLURTP,TISHX,CAPITAL GROUP,CAPITAL GROUP Growth Fund A,A,Y,WFAS,ADVISORY,ADVISORY,CUSTOMCHOICE,SEP,P,N,4315909.73,4315909.73,4315909.73,6,Y,Y,Y,FSINVHRONH,capital group,US Fund Large Growth,US Fund Large Growth
2025-04-30,QZXEBB9EI,NKJYX,VANGUARD,VANGUARD Bond Fund A,A,Y,WBS,ADVISORY,ADVISORY,FC/QC,SEP,P,N,2326532.93,2326532.93,2326532.93,21,Y,Y,Y,FSC4693666,Vanguard,US Fund Intermediate Core Bond,US Fund Intermediate Core Bond
2025-11-30,BPLJD84U8,ZRHBX,PIMCO,PIMCO Blend Fund A,A,N,WBS,ADVISORY,ADVISORY,ASSET ADVISOR,SEP,P,N,4507428.5,4507428.5,4507428.5,7,Y,Y,Y,FSCAPPXIH2,PIMCO,US Fund Mid-Cap Blend,US Fund Mid-Cap Blend
2025-04-30,2960361I2,FEGTX,JPMORGAN,JPMORGAN Bond Fund A,A,N,WFAS,BROKERAGE,BROKERAGE,FUNDSOURCE,QP,S,N,1250493.2,-1250493.2,-1250493.2,49,Y,Y,Y,FSCAP0TE0V,JPMorgan,US Fund Multisector Bond,US Fund Multisector Bond
2025-05-31,3NX39RBSV,WWLNX,CAPITAL GROUP,CAPITAL GROUP Growth Fund A,A,Y,WBS,ADVISORY,ADVISORY,BROKERAGE,SIM,S,N,3915749.71,-3915749.71,-3915749.71,49,N,N,Y,FSINV8R1QP,capital group,US Fund Small Growth,US Fund Small Growth
2025-08-31,RPN6QFGSX,QXUMX,LORD ABBETT,LORD ABBETT Estate Fund A,A,Y,WFAS,ADVISORY,ADVISORY,PIM,IRA,P,N,2935224.69,2935224.69,2935224.69,13,Y,N,Y,FSINVN2N0F,Lord Abbett,US Fund Real Estate,US Fund Real Estate
2025-08-31,1M8XFDJGF,TBYQX,PIMCO,PIMCO Growth Fund A,A,Y,PCG,BROKERAGE,BROKERAGE,BROKERAGE,SIM,S,Y,151005.32,-151005.32,-151005.32,23,Y,Y,Y,FSCAPS2MJ6,PIMCO,US Fund Small Growth,US Fund Small Growth
2026-01-31,8VMUHXID4,JTOUX,FRANKLIN TEMPLETON,FRANKLIN TEMPLETON Bond Fund INST,INST,N,WFAS,ADVISORY,ADVISORY,CUSTOMCHOICE,NON-RETIREMENT,S,N,2688251.23,-2688251.23,-2688251.23,22,Y,N,N,FSINVCNRVP,Franklin Templeton,US Fund Intermediate Core Bond,US Fund Intermediate Core Bond
2026-02-28,E3TV1ES53,NHEYX,BLACKROCK,BLACKROCK Blend Fund INST,INST,Y,PCG,ADVISORY,ADVISORY,PERSONALIZED UMA,IRA,P,N,1906902.16,1906902.16,1906902.16,29,Y,Y,Y,FSUSA4B2GI,BlackRock,US Fund Foreign Large Blend,US Fund Foreign Large Blend
2025-03-31,UVY8N1UTO,QGCTX,INVESCO,INVESCO Allocation Fund S,S,Y,PCG,ADVISORY,ADVISORY,FC/QC,SEP,P,N,3445278.24,3445278.24,3445278.24,19,Y,Y,Y,FSINV12SDD,Invesco,US Fund Tactical Allocation,US Fund Tactical Allocation
2025-01-31,OQW9JA2M0,QUTIX,VANGUARD,VANGUARD Growth Fund C,C,Y,PCG,ADVISORY,ADVISORY,FC/QC,SIM,P,N,4298606.88,4298606.88,4298606.88,25,N,N,Y,FSCAP2IIZJ,Vanguard,US Fund Large Growth,US Fund Large Growth
2025-05-31,RPN6QFGSX,QXUMX,LORD ABBETT,LORD ABBETT Estate Fund A,A,Y,FCCS,BROKERAGE,BROKERAGE,FUNDSOURCE,QP,P,N,3548503.23,3548503.23,3548503.23,30,Y,Y,Y,FSINVN2N0F,Lord Abbett,US Fund Real Estate,US Fund Real Estate
2026-02-28,MO5BXXC02,CENDX,FRANKLIN TEMPLETON,FRANKLIN TEMPLETON Value Fund INST,INST,Y,WFAS,BROKERAGE,BROKERAGE,PERSONALIZED UMA,SIM,P,N,4037925.38,4037925.38,4037925.38,48,Y,Y,N,FSINV8HE3N,Franklin Templeton,US Fund Large Value,US Fund Large Value
2025-12-31,YYO4UDOJE,JTGJX,BLACKROCK,BLACKROCK Bond Fund INST,INST,Y,WFAS,BROKERAGE,BROKERAGE,FC/QC,NON-RETIREMENT,S,N,3961837.75,-3961837.75,-3961837.75,40,Y,Y,N,FSCAPSG2R8,BlackRock,US Fund Short-Term Bond,US Fund Short-Term Bond
2025-12-31,6VXDP5GJL,LIWHX,FIDELITY,FIDELITY Bond Fund INST,INST,Y,WFAS,ADVISORY,ADVISORY,MASTERS,QP,P,N,1968059.81,1968059.81,1968059.81,5,Y,N,Y,FSINVQUXZJ,Fidelity,US Fund Intermediate Core Bond,US Fund Intermediate Core Bond
2025-07-31,EDFQS3D63,XYKKX,INVESCO,INVESCO Allocation Fund A,A,Y,PCG,ADVISORY,ADVISORY,PIM,SIM,S,N,2764343.06,-2764343.06,-2764343.06,17,Y,Y,Y,FSC8043975,Invesco,US Fund Tactical Allocation,US Fund Tactical Allocation
2025-07-31,N1YBWMLUN,GWZPX,INVESCO,INVESCO Blend Fund A,A,Y,PCG,ADVISORY,ADVISORY,CUSTOMCHOICE,SEP,P,N,1997009.51,1997009.51,1997009.51,30,Y,Y,Y,FSINVZILDX,Invesco,US Fund Large Blend,US Fund Large Blend
2025-12-31,C8D1WJCIT,EKRMX,FRANKLIN TEMPLETON,FRANKLIN TEMPLETON Estate Fund C,C,Y,PCG,BROKERAGE,BROKERAGE,BROKERAGE,QP,S,N,701708.67,-701708.67,-701708.67,19,Y,N,Y,FSC7392545,Franklin Templeton,US Fund Real Estate,US Fund Real Estate
2025-11-30,4V30T9NT3,QWPSX,INVESCO,INVESCO Growth Fund C,C,Y,WFAS,BROKERAGE,BROKERAGE,FUNDSOURCE,SIM,P,N,2203569.63,2203569.63,2203569.63,41,Y,Y,Y,FSCAP5YC33,Invesco,US Fund Small Growth,US Fund Small Growth
2025-07-31,4DPJA1WJ0,OLABX,PIMCO,PIMCO Bond Fund S,S,Y,PCG,ADVISORY,ADVISORY,FUNDSOURCE,NON-RETIREMENT,S,N,2220211.43,-2220211.43,-2220211.43,16,Y,Y,Y,FSCAP7M9HW,PIMCO,US Fund Short-Term Bond,US Fund Short-Term Bond
2025-06-30,4V30T9NT3,QWPSX,INVESCO,INVESCO Growth Fund C,C,Y,PCG,BROKERAGE,BROKERAGE,CUSTOMCHOICE,NON-RETIREMENT,S,Y,3399957.65,-3399957.65,-3399957.65,33,Y,Y,Y,FSCAP5YC33,Invesco,US Fund Small Growth,US Fund Small Growth
2025-10-31,C8BBI4WIR,CYMGX,NUVEEN,NUVEEN Blend Fund A,A,Y,PCG,ADVISORY,ADVISORY,PIM,SEP,P,N,2708742.42,2708742.42,2708742.42,26,Y,Y,Y,FSUSAGQ1Y8,Nuveen,US Fund Foreign Large Blend,US Fund Foreign Large Blend
2025-02-28,2DHYLURTP,TISHX,CAPITAL GROUP,CAPITAL GROUP Growth Fund A,A,Y,WFAS,ADVISORY,ADVISORY,FC/QC,SEP,S,N,1392648.89,-1392648.89,-1392648.89,32,N,Y,Y,FSINVHRONH,capital group,US Fund Large Growth,US Fund Large Growth
2025-03-31,E2ATN2TWD,IZSNX,FRANKLIN TEMPLETON,FRANKLIN TEMPLETON Bond Fund INST,INST,Y,PCG,BROKERAGE,BROKERAGE,CUSTOMCHOICE,SEP,P,N,474175.47,474175.47,474175.47,49,Y,Y,N,FSC7967512,Franklin Templeton,US Fund Short-Term Bond,US Fund Short-Term Bond
2025-02-28,ST0SX5WVF,ESQXX,CAPITAL GROUP,CAPITAL GROUP Bond Fund INST,INST,Y,FINET,ADVISORY,ADVISORY,FUNDSOURCE,QP,P,N,3042862.34,3042862.34,3042862.34,1,Y,Y,N,FSINV6Z5AS,capital group,US Fund Intermediate Core Bond,US Fund Intermediate Core Bond
2025-04-30,WOCLYT8W5,MOQGX,T ROWE PRICE,T ROWE PRICE Blend Fund INST,INST,Y,PCG,ADVISORY,ADVISORY,MASTERS,NON-RETIREMENT,S,N,3786350.1,-3786350.1,-3786350.1,14,Y,Y,Y,FSINVVY2S9,T. Rowe Price,US Fund Large Blend,US Fund Large Blend
2025-12-31,1M8XFDJGF,TBYQX,PIMCO,PIMCO Growth Fund A,A,Y,PCG,BROKERAGE,BROKERAGE,FC/QC,SEP,S,N,671767.93,-671767.93,-671767.93,15,Y,Y,Y,FSCAPS2MJ6,PIMCO,US Fund Small Growth,US Fund Small Growth
2025-01-31,B5M9J98CW,JURYX,AMERICAN FUNDS,AMERICAN FUNDS Growth Fund A,A,Y,FINET,BROKERAGE,BROKERAGE,FC/QC,QP,S,N,3325197.59,-3325197.59,-3325197.59,29,Y,Y,Y,FSCAPBLFOC,capital group,US Fund Large Growth,US Fund Large Growth
2025-01-31,C8BBI4WIR,CYMGX,NUVEEN,NUVEEN Blend Fund A,A,Y,WBS,ADVISORY,ADVISORY,FUNDSOURCE,NON-RETIREMENT,S,N,708089.29,-708089.29,-708089.29,28,Y,Y,Y,FSUSAGQ1Y8,Nuveen,US Fund Foreign Large Blend,US Fund Foreign Large Blend
2025-07-31,C8D1WJCIT,EKRMX,FRANKLIN TEMPLETON,FRANKLIN TEMPLETON Estate Fund C,C,Y,FINET,ADVISORY,ADVISORY,MASTERS,SIM,P,N,1245222.67,1245222.67,1245222.67,24,Y,Y,Y,FSC7392545,Franklin Templeton,US Fund Real Estate,US Fund Real Estate
2025-10-31,2EK3ZEZQA,CGVOX,JPMORGAN,JPMORGAN Allocation Fund A,A,Y,PCG,BROKERAGE,BROKERAGE,FC/QC,SIM,S,N,3801742.16,-3801742.16,-3801742.16,49,Y,Y,Y,FSUSAD1XUN,JPMorgan,US Fund Moderate Allocation,US Fund Moderate Allocation
2025-12-31,UVY8N1UTO,QGCTX,INVESCO,INVESCO Allocation Fund S,S,Y,WBS,ADVISORY,ADVISORY,PERSONALIZED UMA,IRA,P,N,1902560.96,1902560.96,1902560.96,46,Y,Y,Y,FSINV12SDD,Invesco,US Fund Tactical Allocation,US Fund Tactical Allocation
2026-02-28,4V30T9NT3,QWPSX,INVESCO,INVESCO Growth Fund C,C,Y,FCCS,BROKERAGE,BROKERAGE,PIM,SIM,P,N,3626864.21,3626864.21,3626864.21,42,N,Y,N,FSCAP5YC33,Invesco,US Fund Small Growth,US Fund Small Growth
2025-07-31,3J2D54I3Q,HUFAX,NUVEEN,NUVEEN Value Fund INV,INV,Y,WFAS,BROKERAGE,BROKERAGE,PIM,QP,S,N,812230.74,-812230.74,-812230.74,41,Y,Y,Y,FSC8073988,Nuveen,US Fund Large Value,US Fund Large Value
2025-12-31,1KERPETIU,RJKTX,VANGUARD,VANGUARD Bond Fund A,A,Y,FINET,ADVISORY,ADVISORY,BROKERAGE,NON-RETIREMENT,P,N,2388888.93,2388888.93,2388888.93,30,Y,Y,Y,FSINVZ17YR,Vanguard,US Fund Short-Term Bond,US Fund Short-Term Bond
2025-11-30,KTSG7FXZV,VOVAX,CAPITAL GROUP,CAPITAL GROUP Bond Fund INST,INST,N,FCCS,BROKERAGE,BROKERAGE,FC/QC,QP,S,N,62180.77,-62180.77,-62180.77,6,Y,Y,Y,FSCAPU9MJ4,capital group,US Fund Intermediate Core Bond,US Fund Intermediate Core Bond
2025-05-31,1KERPETIU,RJKTX,VANGUARD,VANGUARD Bond Fund A,A,Y,WBS,BROKERAGE,BROKERAGE,FC/QC,IRA,S,N,2503483.79,-2503483.79,-2503483.79,37,Y,Y,Y,FSINVZ17YR,Vanguard,US Fund Short-Term Bond,US Fund Short-Term Bond
2026-03-31,RPN6QFGSX,QXUMX,LORD ABBETT,LORD ABBETT Estate Fund A,A,Y,WBS,ADVISORY,ADVISORY,ASSET ADVISOR,IRA,S,Y,3495195.48,-3495195.48,-3495195.48,27,Y,Y,Y,FSINVN2N0F,Lord Abbett,US Fund Real Estate,US Fund Real Estate
2025-03-31,WJCKJLTEI,SSBKX,FIRST EAGLE,FIRST EAGLE Blend Fund C,C,Y,FCCS,ADVISORY,ADVISORY,PERSONALIZED UMA,QP,P,N,3520383.96,3520383.96,3520383.96,12,Y,N,N,FSC7422675,First Eagle,US Fund Small Blend,US Fund Small Blend
2025-05-31,C8BBI4WIR,CYMGX,NUVEEN,NUVEEN Blend Fund A,A,Y,PCG,BROKERAGE,BROKERAGE,CUSTOMCHOICE,IRA,S,N,4358141.93,-4358141.93,-4358141.93,25,Y,Y,Y,FSUSAGQ1Y8,Nuveen,US Fund Foreign Large Blend,US Fund Foreign Large Blend
2025-08-31,8J5ECRUYF,VYCGX,INVESCO,INVESCO Bond Fund INST,INST,Y,FCCS,ADVISORY,ADVISORY,BROKERAGE,IRA,P,Y,3802787.7,3802787.7,3802787.7,1,Y,Y,N,FSINV30AHC,Invesco,US Fund High Yield Bond,US Fund High Yield Bond
2026-03-31,DMLY4LYK8,VOLIX,BLACKROCK,BLACKROCK Value Fund C,C,Y,FINET,ADVISORY,ADVISORY,PIM,SEP,P,N,3784679.73,3784679.73,3784679.73,24,Y,Y,Y,FSINVW6LMH,BlackRock,US Fund Large Value,US Fund Large Value
2026-02-28,QZXEBB9EI,NKJYX,VANGUARD,VANGUARD Bond Fund A,A,Y,FINET,BROKERAGE,BROKERAGE,CUSTOMCHOICE,IRA,P,N,501336.72,501336.72,501336.72,34,Y,Y,N,FSC4693666,Vanguard,US Fund Intermediate Core Bond,US Fund Intermediate Core Bond
2025-08-31,3TV3I12VJ,ZZOUX,AMERICAN FUNDS,AMERICAN FUNDS Bond Fund A,A,Y,PCG,ADVISORY,ADVISORY,PIM,IRA,S,N,3294551.09,-3294551.09,-3294551.09,3,N,N,Y,FSUSA1CZS7,capital group,US Fund High Yield Bond,US Fund High Yield Bond
2025-10-31,V1V93KMKZ,DBBHX,PIMCO,PIMCO Allocation Fund A,A,Y,FCCS,ADVISORY,ADVISORY,PERSONALIZED UMA,IRA,P,N,3696153.57,3696153.57,3696153.57,19,Y,N,N,FSC3796172,PIMCO,US Fund Moderate Allocation,US Fund Moderate Allocation
2026-01-31,E3TV1ES53,NHEYX,BLACKROCK,BLACKROCK Blend Fund INST,INST,Y,PCG,BROKERAGE,BROKERAGE,PERSONALIZED UMA,NON-RETIREMENT,S,Y,2523430.76,-2523430.76,-2523430.76,8,Y,Y,Y,FSUSA4B2GI,BlackRock,US Fund Foreign Large Blend,US Fund Foreign Large Blend
2026-01-31,WJCKJLTEI,SSBKX,FIRST EAGLE,FIRST EAGLE Blend Fund C,C,Y,PCG,BROKERAGE,BROKERAGE,PIM,SIM,S,Y,3499695.06,-3499695.06,-3499695.06,15,Y,Y,N,FSC7422675,First Eagle,US Fund Small Blend,US Fund Small Blend
2025-11-30,3J2D54I3Q,HUFAX,NUVEEN,NUVEEN Value Fund INV,INV,Y,FINET,ADVISORY,ADVISORY,FUNDSOURCE,QP,P,N,2672949.24,2672949.24,2672949.24,39,Y,Y,N,FSC8073988,Nuveen,US Fund Large Value,US Fund Large Value
2025-11-30,S0R2SDS8B,UWNLX,AMERICAN FUNDS,AMERICAN FUNDS Bond Fund INST,INST,Y,PCG,BROKERAGE,BROKERAGE,ASSET ADVISOR,SEP,S,N,2809718.77,-2809718.77,-2809718.77,6,Y,Y,Y,FSC0723107,capital group,US Fund High Yield Bond,US Fund High Yield Bond
2025-10-31,6246HID25,KQEYX,FIRST EAGLE,FIRST EAGLE Growth Fund INST,INST,Y,PCG,ADVISORY,ADVISORY,BROKERAGE,QP,P,N,4266724.88,4266724.88,4266724.88,25,N,Y,Y,FSUSAUK54B,First Eagle,US Fund Small Growth,US Fund Small Growth
2025-09-30,T7E8G8JDP,SIPNX,CAPITAL GROUP,CAPITAL GROUP Blend Fund A,A,Y,WFAS,ADVISORY,ADVISORY,PIM,NON-RETIREMENT,S,Y,2954084.53,-2954084.53,-2954084.53,19,Y,Y,Y,FSUSAYANEZ,capital group,US Fund Foreign Large Blend,US Fund Foreign Large Blend
2025-05-31,QJIDKNWI5,EIPIX,JPMORGAN,JPMORGAN Allocation Fund INST,INST,N,WBS,BROKERAGE,BROKERAGE,MASTERS,QP,P,N,3326920.85,3326920.85,3326920.85,8,Y,N,Y,FSCAPZ4DKB,JPMorgan,US Fund Tactical Allocation,US Fund Tactical Allocation
2025-08-31,QVNB4GH2M,WSHAX,NUVEEN,NUVEEN Growth Fund S,S,Y,PCG,BROKERAGE,BROKERAGE,FUNDSOURCE,NON-RETIREMENT,P,Y,4832495.27,4832495.27,4832495.27,4,Y,N,N,FSCAPUT3V8,Nuveen,US Fund Small Growth,US Fund Small Growth
2025-05-31,LJ8YRDDP0,JDBYX,VANGUARD,VANGUARD Bond Fund INST,INST,Y,WBS,BROKERAGE,BROKERAGE,PIM,SIM,S,N,3296421.93,-3296421.93,-3296421.93,23,Y,Y,Y,FSC4848373,Vanguard,US Fund High Yield Bond,US Fund High Yield Bond
2025-05-31,QE3RZSJ49,GOJXX,BLACKROCK,BLACKROCK Allocation Fund INST,INST,Y,PCG,ADVISORY,ADVISORY,BROKERAGE,SEP,S,N,975863.34,-975863.34,-975863.34,11,Y,Y,Y,FSCAPJJ3ZW,BlackRock,US Fund Moderate Allocation,US Fund Moderate Allocation
2025-04-30,O4KH2VLPY,NUYTX,PIMCO,PIMCO Blend Fund A,A,Y,FINET,ADVISORY,ADVISORY,ASSET ADVISOR,NON-RETIREMENT,P,N,3742038.4,3742038.4,3742038.4,28,Y,Y,Y,FSINVNDQ6K,PIMCO,US Fund Small Blend,US Fund Small Blend
2025-08-31,QZXEBB9EI,NKJYX,VANGUARD,VANGUARD Bond Fund A,A,Y,WBS,BROKERAGE,BROKERAGE,CUSTOMCHOICE,SIM,P,N,262834.34,262834.34,262834.34,8,Y,Y,Y,FSC4693666,Vanguard,US Fund Intermediate Core Bond,US Fund Intermediate Core Bond
2025-11-30,R7KO64T02,XMHMX,FRANKLIN TEMPLETON,FRANKLIN TEMPLETON Blend Fund C,C,Y,PCG,BROKERAGE,BROKERAGE,PERSONALIZED UMA,SIM,S,N,3879361.12,-3879361.12,-3879361.12,42,Y,Y,Y,FSC8379085,Franklin Templeton,US Fund Mid-Cap Blend,US Fund Mid-Cap Blend
2025-08-31,3J2D54I3Q,HUFAX,NUVEEN,NUVEEN Value Fund INV,INV,Y,FCCS,ADVISORY,ADVISORY,PERSONALIZED UMA,SEP,S,N,4542438.01,-4542438.01,-4542438.01,7,Y,Y,Y,FSC8073988,Nuveen,US Fund Large Value,US Fund Large Value
2025-05-31,EAL2W37D4,GPNKX,FIDELITY,FIDELITY Blend Fund C,C,Y,WFAS,BROKERAGE,BROKERAGE,CUSTOMCHOICE,SIM,P,Y,497656.55,497656.55,497656.55,2,Y,N,Y,FSUSAVKKPF,Fidelity,US Fund Large Blend,US Fund Large Blend
2025-08-31,7BH25LLO3,MAQHX,DWS FUNDS,DWS FUNDS Bond Fund C,C,Y,FINET,BROKERAGE,BROKERAGE,FUNDSOURCE,IRA,P,N,4185801.13,4185801.13,4185801.13,39,Y,Y,Y,FSC8694117,DWS,US Fund Intermediate Core Bond,US Fund Intermediate Core Bond
2025-02-28,Y6B2KNFTU,UECWX,VANGUARD,VANGUARD Bond Fund INV,INV,N,PCG,ADVISORY,ADVISORY,BROKERAGE,IRA,P,N,2875617.61,2875617.61,2875617.61,33,Y,N,Y,FSUSAF3MVF,Vanguard,US Fund Short-Term Bond,US Fund Short-Term Bond
2025-04-30,VBDIVUZZP,LHWTX,VANGUARD,VANGUARD Growth Fund A,A,Y,FINET,BROKERAGE,BROKERAGE,PERSONALIZED UMA,NON-RETIREMENT,P,N,4731099.97,4731099.97,4731099.97,45,Y,N,N,FSCAP853QJ,Vanguard,US Fund Large Growth,US Fund Large Growth
2025-09-30,8HMBR5XQT,WLWSX,BLACKROCK,BLACKROCK Value Fund C,C,Y,PCG,ADVISORY,ADVISORY,CUSTOMCHOICE,SEP,P,N,3439807.58,3439807.58,3439807.58,14,N,Y,Y,FSINVHB0YI,BlackRock,US Fund Large Value,US Fund Large Value
2025-05-31,QZXEBB9EI,NKJYX,VANGUARD,VANGUARD Bond Fund A,A,Y,PCG,ADVISORY,ADVISORY,CUSTOMCHOICE,SIM,P,Y,3111752.56,3111752.56,3111752.56,17,Y,N,Y,FSC4693666,Vanguard,US Fund Intermediate Core Bond,US Fund Intermediate Core Bond
2025-02-28,RPN6QFGSX,QXUMX,LORD ABBETT,LORD ABBETT Estate Fund A,A,Y,FINET,BROKERAGE,BROKERAGE,CUSTOMCHOICE,SIM,S,N,1347363.74,-1347363.74,-1347363.74,21,N,Y,Y,FSINVN2N0F,Lord Abbett,US Fund Real Estate,US Fund Real Estate
2025-04-30,8HMBR5XQT,WLWSX,BLACKROCK,BLACKROCK Value Fund C,C,N,PCG,ADVISORY,ADVISORY,ASSET ADVISOR,SEP,P,Y,623543.81,623543.81,623543.81,50,Y,N,Y,FSINVHB0YI,BlackRock,US Fund Large Value,US Fund Large Value
2025-02-28,4V30T9NT3,QWPSX,INVESCO,INVESCO Growth Fund C,C,Y,FCCS,ADVISORY,ADVISORY,CUSTOMCHOICE,QP,P,N,4843883.04,4843883.04,4843883.04,20,Y,N,Y,FSCAP5YC33,Invesco,US Fund Small Growth,US Fund Small Growth
2025-12-31,YYO4UDOJE,JTGJX,BLACKROCK,BLACKROCK Bond Fund INST,INST,Y,PCG,ADVISORY,ADVISORY,PIM,SIM,P,N,1410342.62,1410342.62,1410342.62,48,Y,N,Y,FSCAPSG2R8,BlackRock,US Fund Short-Term Bond,US Fund Short-Term Bond
2025-08-31,8VMUHXID4,JTOUX,FRANKLIN TEMPLETON,FRANKLIN TEMPLETON Bond Fund INST,INST,Y,FINET,BROKERAGE,BROKERAGE,CUSTOMCHOICE,SIM,P,N,1295675.63,1295675.63,1295675.63,18,Y,N,N,FSINVCNRVP,Franklin Templeton,US Fund Intermediate Core Bond,US Fund Intermediate Core Bond
2025-11-30,C8D1WJCIT,EKRMX,FRANKLIN TEMPLETON,FRANKLIN TEMPLETON Estate Fund C,C,N,WFAS,BROKERAGE,BROKERAGE,MASTERS,SEP,S,N,3534080.42,-3534080.42,-3534080.42,34,Y,N,N,FSC7392545,Franklin Templeton,US Fund Real Estate,US Fund Real Estate
2025-11-30,WOCLYT8W5,MOQGX,T ROWE PRICE,T ROWE PRICE Blend Fund INST,INST,Y,PCG,ADVISORY,ADVISORY,ASSET ADVISOR,IRA,S,N,4737299.52,-4737299.52,-4737299.52,6,Y,Y,Y,FSINVVY2S9,T. Rowe Price,US Fund Large Blend,US Fund Large Blend
2026-03-31,UVY8N1UTO,QGCTX,INVESCO,INVESCO Allocation Fund S,S,Y,WBS,ADVISORY,ADVISORY,CUSTOMCHOICE,SIM,P,N,4371827.63,4371827.63,4371827.63,44,N,N,Y,FSINV12SDD,Invesco,US Fund Tactical Allocation,US Fund Tactical Allocation
2025-01-31,8VMUHXID4,JTOUX,FRANKLIN TEMPLETON,FRANKLIN TEMPLETON Bond Fund INST,INST,N,FINET,BROKERAGE,BROKERAGE,PIM,NON-RETIREMENT,S,N,4554476.59,-4554476.59,-4554476.59,43,N,N,N,FSINVCNRVP,Franklin Templeton,US Fund Intermediate Core Bond,US Fund Intermediate Core Bond
2025-11-30,7BH25LLO3,MAQHX,DWS FUNDS,DWS FUNDS Bond Fund C,C,Y,WFAS,BROKERAGE,BROKERAGE,FUNDSOURCE,NON-RETIREMENT,S,N,3037064.05,-3037064.05,-3037064.05,9,Y,N,Y,FSC8694117,DWS,US Fund Intermediate Core Bond,US Fund Intermediate Core Bond
2025-03-31,S0R2SDS8B,UWNLX,AMERICAN FUNDS,AMERICAN FUNDS Bond Fund INST,INST,Y,WBS,ADVISORY,ADVISORY,ASSET ADVISOR,SEP,P,N,566610.93,566610.93,566610.93,19,Y,Y,Y,FSC0723107,capital group,US Fund High Yield Bond,US Fund High Yield Bond
2025-04-30,LJ8YRDDP0,JDBYX,VANGUARD,VANGUARD Bond Fund INST,INST,Y,WFAS,ADVISORY,ADVISORY,PERSONALIZED UMA,QP,S,N,4645580.48,-4645580.48,-4645580.48,4,Y,Y,Y,FSC4848373,Vanguard,US Fund High Yield Bond,US Fund High Yield Bond
2025-02-28,QZXEBB9EI,NKJYX,VANGUARD,VANGUARD Bond Fund A,A,Y,PCG,ADVISORY,ADVISORY,PERSONALIZED UMA,NON-RETIREMENT,P,N,4451036.28,4451036.28,4451036.28,33,Y,Y,N,FSC4693666,Vanguard,US Fund Intermediate Core Bond,US Fund Intermediate Core Bond
2025-03-31,VBDIVUZZP,LHWTX,VANGUARD,VANGUARD Growth Fund A,A,Y,PCG,ADVISORY,ADVISORY,CUSTOMCHOICE,QP,S,N,1251048.7,-1251048.7,-1251048.7,7,N,Y,Y,FSCAP853QJ,Vanguard,US Fund Large Growth,US Fund Large Growth
2025-06-30,0YNCXLL4Z,HIKKX,FIDELITY,FIDELITY Bond Fund A,A,Y,PCG,BROKERAGE,BROKERAGE,MASTERS,IRA,S,N,29548.19,-29548.19,-29548.19,27,Y,N,Y,FSUSAP0XJP,Fidelity,US Fund Multisector Bond,US Fund Multisector Bond
2025-08-31,U6N7HV3IZ,HRUUX,JPMORGAN,JPMORGAN Value Fund S,S,Y,WBS,ADVISORY,ADVISORY,CUSTOMCHOICE,SEP,S,Y,4914652.05,-4914652.05,-4914652.05,50,Y,Y,N,FSUSAS5BKX,JPMorgan,US Fund Large Value,US Fund Large Value
2025-03-31,LFEWVZNVK,NLUCX,DWS FUNDS,DWS FUNDS Blend Fund INV,INV,Y,WBS,ADVISORY,ADVISORY,FUNDSOURCE,IRA,P,Y,539843.99,539843.99,539843.99,22,Y,Y,Y,FSINVF3PFW,DWS,US Fund Large Blend,US Fund Large Blend
