row_id,date,period,year,month,month_name,product_name,category,region,channel,customer_segment,units_sold,returns,net_units,unit_price,unit_cost,gross_revenue,cogs,gross_profit,net_revenue,gross_margin_pct
5320,2024-06-01,Jun 2024,2024,6,June,Fish Fingers 400g,Frozen,North,Hypermarket,Health-Conscious,215,5,210,6.94,3.33,1492.1,715.95,776.15,1457.4,52.02
5321,2024-06-01,Jun 2024,2024,6,June,Frozen Peas 500g,Frozen,North,Hypermarket,Students,536,14,522,6.51,3.12,3489.36,1672.32,1817.04,3398.22,52.07
5322,2024-06-01,Jun 2024,2024,6,June,Canned Tuna 185g,Canned Goods,North,Hypermarket,Young Adults,184,4,180,1.67,0.75,307.28,138.0,169.28,300.6,55.09
5323,2024-06-01,Jun 2024,2024,6,June,Canned Beans 400g,Canned Goods,North,Hypermarket,Health-Conscious,871,6,865,2.45,1.1,2133.95,958.1,1175.85,2119.25,55.1
5324,2024-06-01,Jun 2024,2024,6,June,Canned Tomatoes 400g,Canned Goods,North,Hypermarket,Seniors,503,2,501,1.38,0.62,694.14,311.86,382.28,691.38,55.07
5325,2024-06-01,Jun 2024,2024,6,June,Canned Corn 340g,Canned Goods,North,Hypermarket,Health-Conscious,644,0,644,1.69,0.76,1088.36,489.44,598.92,1088.36,55.03
5326,2024-06-01,Jun 2024,2024,6,June,Tomato Ketchup 500ml,Condiments,North,Hypermarket,Family,948,24,924,3.57,1.54,3384.36,1459.92,1924.44,3298.68,56.86
5327,2024-06-01,Jun 2024,2024,6,June,Mustard 250g,Condiments,North,Hypermarket,Students,553,0,553,3.05,1.31,1686.65,724.43,962.22,1686.65,57.05
5328,2024-06-01,Jun 2024,2024,6,June,Mayonnaise 400g,Condiments,North,Hypermarket,Young Adults,271,1,270,3.65,1.57,989.15,425.47,563.68,985.5,56.99
5329,2024-06-01,Jun 2024,2024,6,June,BBQ Sauce 350ml,Condiments,North,Hypermarket,Health-Conscious,124,1,123,2.94,1.26,364.56,156.24,208.32,361.62,57.14
5330,2024-06-01,Jun 2024,2024,6,June,Hot Sauce 150ml,Condiments,North,Hypermarket,Seniors,799,11,788,3.26,1.4,2604.74,1118.6,1486.14,2568.88,57.06
5331,2024-06-01,Jun 2024,2024,6,June,Potato Chips,Snacks,South,Supermarket,Students,236,0,236,3.42,1.44,807.12,339.84,467.28,807.12,57.89
5332,2024-06-01,Jun 2024,2024,6,June,Tortilla Chips,Snacks,South,Supermarket,Seniors,185,4,181,1.58,0.66,292.3,122.1,170.2,285.98,58.23
5333,2024-06-01,Jun 2024,2024,6,June,Pretzels,Snacks,South,Supermarket,Family,253,0,253,2.33,0.98,589.49,247.94,341.55,589.49,57.94
5334,2024-06-01,Jun 2024,2024,6,June,Popcorn,Snacks,South,Supermarket,Young Adults,440,4,436,2.17,0.91,954.8,400.4,554.4,946.12,58.06
5335,2024-06-01,Jun 2024,2024,6,June,Crackers,Snacks,South,Supermarket,Young Adults,396,6,390,3.71,1.56,1469.16,617.76,851.4,1446.9,57.95
5336,2024-06-01,Jun 2024,2024,6,June,Nuts Mix,Snacks,South,Supermarket,Health-Conscious,212,3,209,3.53,1.48,748.36,313.76,434.6,737.77,58.07
5337,2024-06-01,Jun 2024,2024,6,June,Cola 500ml,Beverages,South,Supermarket,Students,438,2,436,3.21,1.22,1405.98,534.36,871.62,1399.56,61.99
5338,2024-06-01,Jun 2024,2024,6,June,Orange Juice 1L,Beverages,South,Supermarket,Seniors,725,16,709,1.03,0.39,746.75,282.75,464.0,730.27,62.14
5339,2024-06-01,Jun 2024,2024,6,June,Mineral Water 1.5L,Beverages,South,Supermarket,Young Adults,783,11,772,1.94,0.74,1519.02,579.42,939.6,1497.68,61.86
5340,2024-06-01,Jun 2024,2024,6,June,Energy Drink,Beverages,South,Supermarket,Family,558,0,558,0.88,0.33,491.04,184.14,306.9,491.04,62.5
5341,2024-06-01,Jun 2024,2024,6,June,Iced Tea 330ml,Beverages,South,Supermarket,Students,668,2,666,1.39,0.53,928.52,354.04,574.48,925.74,61.87
5342,2024-06-01,Jun 2024,2024,6,June,Sports Drink,Beverages,South,Supermarket,Seniors,741,14,727,2.16,0.82,1600.56,607.62,992.94,1570.32,62.04
5343,2024-06-01,Jun 2024,2024,6,June,Full Cream Milk 1L,Dairy,South,Supermarket,Seniors,364,6,358,1.3,0.72,473.2,262.08,211.12,465.4,44.62
5344,2024-06-01,Jun 2024,2024,6,June,Greek Yogurt 200g,Dairy,South,Supermarket,Students,536,5,531,1.96,1.08,1050.56,578.88,471.68,1040.76,44.9
5345,2024-06-01,Jun 2024,2024,6,June,Cheddar Cheese 250g,Dairy,South,Supermarket,Family,532,3,529,3.67,2.02,1952.44,1074.64,877.8,1941.43,44.96
5346,2024-06-01,Jun 2024,2024,6,June,Butter 250g,Dairy,South,Supermarket,Students,549,1,548,3.27,1.8,1795.23,988.2,807.03,1791.96,44.95
5347,2024-06-01,Jun 2024,2024,6,June,Cream Cheese 150g,Dairy,South,Supermarket,Young Adults,299,7,292,2.04,1.12,609.96,334.88,275.08,595.68,45.1
5348,2024-06-01,Jun 2024,2024,6,June,White Bread Loaf,Bakery,South,Supermarket,Family,654,5,649,2.77,1.39,1811.58,909.06,902.52,1797.73,49.82
5349,2024-06-01,Jun 2024,2024,6,June,Whole Wheat Bread,Bakery,South,Supermarket,Students,736,13,723,3.43,1.72,2524.48,1265.92,1258.56,2479.89,49.85
5350,2024-06-01,Jun 2024,2024,6,June,Croissant 4pk,Bakery,South,Supermarket,Young Adults,100,2,98,1.02,0.51,102.0,51.0,51.0,99.96,50.0
5351,2024-06-01,Jun 2024,2024,6,June,Muffins 6pk,Bakery,South,Supermarket,Students,329,4,325,3.42,1.71,1125.18,562.59,562.59,1111.5,50.0
5352,2024-06-01,Jun 2024,2024,6,June,Bagels 4pk,Bakery,South,Supermarket,Students,373,1,372,3.09,1.54,1152.57,574.42,578.15,1149.48,50.16
5353,2024-06-01,Jun 2024,2024,6,June,Milk Chocolate Bar,Confectionery,South,Supermarket,Health-Conscious,128,3,125,1.61,0.64,206.08,81.92,124.16,201.25,60.25
5354,2024-06-01,Jun 2024,2024,6,June,Dark Chocolate Bar,Confectionery,South,Supermarket,Young Adults,428,5,423,1.23,0.49,526.44,209.72,316.72,520.29,60.16
5355,2024-06-01,Jun 2024,2024,6,June,Gummy Bears,Confectionery,South,Supermarket,Seniors,376,0,376,2.91,1.16,1094.16,436.16,658.0,1094.16,60.14
5356,2024-06-01,Jun 2024,2024,6,June,Jelly Beans,Confectionery,South,Supermarket,Family,527,6,521,1.61,0.64,848.47,337.28,511.19,838.81,60.25
5357,2024-06-01,Jun 2024,2024,6,June,Hard Candy Mix,Confectionery,South,Supermarket,Young Adults,72,0,72,1.09,0.44,78.48,31.68,46.8,78.48,59.63
5358,2024-06-01,Jun 2024,2024,6,June,Frozen Pizza,Frozen,South,Supermarket,Students,509,6,503,3.03,1.45,1542.27,738.05,804.22,1524.09,52.15
5359,2024-06-01,Jun 2024,2024,6,June,Ice Cream 1L,Frozen,South,Supermarket,Health-Conscious,743,3,740,7.16,3.44,5319.88,2555.92,2763.96,5298.4,51.96
5360,2024-06-01,Jun 2024,2024,6,June,Frozen Fries 1kg,Frozen,South,Supermarket,Seniors,591,14,577,5.82,2.79,3439.62,1648.89,1790.73,3358.14,52.06
5361,2024-06-01,Jun 2024,2024,6,June,Fish Fingers 400g,Frozen,South,Supermarket,Health-Conscious,325,3,322,6.94,3.33,2255.5,1082.25,1173.25,2234.68,52.02
5362,2024-06-01,Jun 2024,2024,6,June,Frozen Peas 500g,Frozen,South,Supermarket,Family,716,18,698,6.51,3.12,4661.16,2233.92,2427.24,4543.98,52.07
5363,2024-06-01,Jun 2024,2024,6,June,Canned Tuna 185g,Canned Goods,South,Supermarket,Family,642,13,629,1.67,0.75,1072.14,481.5,590.64,1050.43,55.09
5364,2024-06-01,Jun 2024,2024,6,June,Canned Beans 400g,Canned Goods,South,Supermarket,Health-Conscious,714,20,694,2.45,1.1,1749.3,785.4,963.9,1700.3,55.1
5365,2024-06-01,Jun 2024,2024,6,June,Canned Tomatoes 400g,Canned Goods,South,Supermarket,Young Adults,106,2,104,1.38,0.62,146.28,65.72,80.56,143.52,55.07
5366,2024-06-01,Jun 2024,2024,6,June,Canned Corn 340g,Canned Goods,South,Supermarket,Seniors,737,11,726,1.69,0.76,1245.53,560.12,685.41,1226.94,55.03
5367,2024-06-01,Jun 2024,2024,6,June,Tomato Ketchup 500ml,Condiments,South,Supermarket,Young Adults,269,5,264,3.57,1.54,960.33,414.26,546.07,942.48,56.86
5368,2024-06-01,Jun 2024,2024,6,June,Mustard 250g,Condiments,South,Supermarket,Students,607,3,604,3.05,1.31,1851.35,795.17,1056.18,1842.2,57.05
5369,2024-06-01,Jun 2024,2024,6,June,Mayonnaise 400g,Condiments,South,Supermarket,Young Adults,634,0,634,3.65,1.57,2314.1,995.38,1318.72,2314.1,56.99
5370,2024-06-01,Jun 2024,2024,6,June,BBQ Sauce 350ml,Condiments,South,Supermarket,Health-Conscious,705,3,702,2.94,1.26,2072.7,888.3,1184.4,2063.88,57.14
5371,2024-06-01,Jun 2024,2024,6,June,Hot Sauce 150ml,Condiments,South,Supermarket,Seniors,253,0,253,3.26,1.4,824.78,354.2,470.58,824.78,57.06
5372,2024-06-01,Jun 2024,2024,6,June,Potato Chips,Snacks,South,Convenience Store,Young Adults,240,1,239,3.42,1.44,820.8,345.6,475.2,817.38,57.89
5373,2024-06-01,Jun 2024,2024,6,June,Tortilla Chips,Snacks,South,Convenience Store,Health-Conscious,531,15,516,1.58,0.66,838.98,350.46,488.52,815.28,58.23
5374,2024-06-01,Jun 2024,2024,6,June,Pretzels,Snacks,South,Convenience Store,Seniors,495,8,487,2.33,0.98,1153.35,485.1,668.25,1134.71,57.94
5375,2024-06-01,Jun 2024,2024,6,June,Popcorn,Snacks,South,Convenience Store,Young Adults,291,6,285,2.17,0.91,631.47,264.81,366.66,618.45,58.06
5376,2024-06-01,Jun 2024,2024,6,June,Crackers,Snacks,South,Convenience Store,Students,354,0,354,3.71,1.56,1313.34,552.24,761.1,1313.34,57.95
5377,2024-06-01,Jun 2024,2024,6,June,Nuts Mix,Snacks,South,Convenience Store,Family,262,0,262,3.53,1.48,924.86,387.76,537.1,924.86,58.07
5378,2024-06-01,Jun 2024,2024,6,June,Cola 500ml,Beverages,South,Convenience Store,Seniors,245,3,242,3.21,1.22,786.45,298.9,487.55,776.82,61.99
5379,2024-06-01,Jun 2024,2024,6,June,Orange Juice 1L,Beverages,South,Convenience Store,Young Adults,644,17,627,1.03,0.39,663.32,251.16,412.16,645.81,62.14
5380,2024-06-01,Jun 2024,2024,6,June,Mineral Water 1.5L,Beverages,South,Convenience Store,Seniors,225,2,223,1.94,0.74,436.5,166.5,270.0,432.62,61.86
5381,2024-06-01,Jun 2024,2024,6,June,Energy Drink,Beverages,South,Convenience Store,Seniors,316,1,315,0.88,0.33,278.08,104.28,173.8,277.2,62.5
5382,2024-06-01,Jun 2024,2024,6,June,Iced Tea 330ml,Beverages,South,Convenience Store,Young Adults,312,1,311,1.39,0.53,433.68,165.36,268.32,432.29,61.87
5383,2024-06-01,Jun 2024,2024,6,June,Sports Drink,Beverages,South,Convenience Store,Seniors,136,3,133,2.16,0.82,293.76,111.52,182.24,287.28,62.04
5384,2024-06-01,Jun 2024,2024,6,June,Full Cream Milk 1L,Dairy,South,Convenience Store,Seniors,436,12,424,1.3,0.72,566.8,313.92,252.88,551.2,44.62
5385,2024-06-01,Jun 2024,2024,6,June,Greek Yogurt 200g,Dairy,South,Convenience Store,Family,282,7,275,1.96,1.08,552.72,304.56,248.16,539.0,44.9
5386,2024-06-01,Jun 2024,2024,6,June,Cheddar Cheese 250g,Dairy,South,Convenience Store,Young Adults,279,2,277,3.67,2.02,1023.93,563.58,460.35,1016.59,44.96
5387,2024-06-01,Jun 2024,2024,6,June,Butter 250g,Dairy,South,Convenience Store,Young Adults,304,8,296,3.27,1.8,994.08,547.2,446.88,967.92,44.95
5388,2024-06-01,Jun 2024,2024,6,June,Cream Cheese 150g,Dairy,South,Convenience Store,Students,121,2,119,2.04,1.12,246.84,135.52,111.32,242.76,45.1
5389,2024-06-01,Jun 2024,2024,6,June,White Bread Loaf,Bakery,South,Convenience Store,Young Adults,182,1,181,2.77,1.39,504.14,252.98,251.16,501.37,49.82
5390,2024-06-01,Jun 2024,2024,6,June,Whole Wheat Bread,Bakery,South,Convenience Store,Students,326,0,326,3.43,1.72,1118.18,560.72,557.46,1118.18,49.85
5391,2024-06-01,Jun 2024,2024,6,June,Croissant 4pk,Bakery,South,Convenience Store,Students,450,4,446,1.02,0.51,459.0,229.5,229.5,454.92,50.0
5392,2024-06-01,Jun 2024,2024,6,June,Muffins 6pk,Bakery,South,Convenience Store,Young Adults,401,5,396,3.42,1.71,1371.42,685.71,685.71,1354.32,50.0
5393,2024-06-01,Jun 2024,2024,6,June,Bagels 4pk,Bakery,South,Convenience Store,Seniors,163,1,162,3.09,1.54,503.67,251.02,252.65,500.58,50.16
5394,2024-06-01,Jun 2024,2024,6,June,Milk Chocolate Bar,Confectionery,South,Convenience Store,Seniors,179,5,174,1.61,0.64,288.19,114.56,173.63,280.14,60.25
5395,2024-06-01,Jun 2024,2024,6,June,Dark Chocolate Bar,Confectionery,South,Convenience Store,Family,191,0,191,1.23,0.49,234.93,93.59,141.34,234.93,60.16
5396,2024-06-01,Jun 2024,2024,6,June,Gummy Bears,Confectionery,South,Convenience Store,Seniors,80,1,79,2.91,1.16,232.8,92.8,140.0,229.89,60.14
5397,2024-06-01,Jun 2024,2024,6,June,Jelly Beans,Confectionery,South,Convenience Store,Students,325,3,322,1.61,0.64,523.25,208.0,315.25,518.42,60.25
5398,2024-06-01,Jun 2024,2024,6,June,Hard Candy Mix,Confectionery,South,Convenience Store,Young Adults,92,2,90,1.09,0.44,100.28,40.48,59.8,98.1,59.63
5399,2024-06-01,Jun 2024,2024,6,June,Frozen Pizza,Frozen,South,Convenience Store,Young Adults,554,1,553,3.03,1.45,1678.62,803.3,875.32,1675.59,52.15
5400,2024-06-01,Jun 2024,2024,6,June,Ice Cream 1L,Frozen,South,Convenience Store,Family,294,5,289,7.16,3.44,2105.04,1011.36,1093.68,2069.24,51.96
5401,2024-06-01,Jun 2024,2024,6,June,Frozen Fries 1kg,Frozen,South,Convenience Store,Students,359,2,357,5.82,2.79,2089.38,1001.61,1087.77,2077.74,52.06
5402,2024-06-01,Jun 2024,2024,6,June,Fish Fingers 400g,Frozen,South,Convenience Store,Young Adults,178,3,175,6.94,3.33,1235.32,592.74,642.58,1214.5,52.02
5403,2024-06-01,Jun 2024,2024,6,June,Frozen Peas 500g,Frozen,South,Convenience Store,Students,109,3,106,6.51,3.12,709.59,340.08,369.51,690.06,52.07
5404,2024-06-01,Jun 2024,2024,6,June,Canned Tuna 185g,Canned Goods,South,Convenience Store,Family,305,7,298,1.67,0.75,509.35,228.75,280.6,497.66,55.09
5405,2024-06-01,Jun 2024,2024,6,June,Canned Beans 400g,Canned Goods,South,Convenience Store,Health-Conscious,260,0,260,2.45,1.1,637.0,286.0,351.0,637.0,55.1
5406,2024-06-01,Jun 2024,2024,6,June,Canned Tomatoes 400g,Canned Goods,South,Convenience Store,Young Adults,102,3,99,1.38,0.62,140.76,63.24,77.52,136.62,55.07
5407,2024-06-01,Jun 2024,2024,6,June,Canned Corn 340g,Canned Goods,South,Convenience Store,Family,137,3,134,1.69,0.76,231.53,104.12,127.41,226.46,55.03
5408,2024-06-01,Jun 2024,2024,6,June,Tomato Ketchup 500ml,Condiments,South,Convenience Store,Family,203,1,202,3.57,1.54,724.71,312.62,412.09,721.14,56.86
5409,2024-06-01,Jun 2024,2024,6,June,Mustard 250g,Condiments,South,Convenience Store,Health-Conscious,424,7,417,3.05,1.31,1293.2,555.44,737.76,1271.85,57.05
5410,2024-06-01,Jun 2024,2024,6,June,Mayonnaise 400g,Condiments,South,Convenience Store,Students,145,1,144,3.65,1.57,529.25,227.65,301.6,525.6,56.99
5411,2024-06-01,Jun 2024,2024,6,June,BBQ Sauce 350ml,Condiments,South,Convenience Store,Seniors,212,2,210,2.94,1.26,623.28,267.12,356.16,617.4,57.14
5412,2024-06-01,Jun 2024,2024,6,June,Hot Sauce 150ml,Condiments,South,Convenience Store,Family,348,7,341,3.26,1.4,1134.48,487.2,647.28,1111.66,57.06
5413,2024-06-01,Jun 2024,2024,6,June,Potato Chips,Snacks,South,Online,Health-Conscious,226,6,220,3.42,1.44,772.92,325.44,447.48,752.4,57.89
5414,2024-06-01,Jun 2024,2024,6,June,Tortilla Chips,Snacks,South,Online,Family,171,3,168,1.58,0.66,270.18,112.86,157.32,265.44,58.23
5415,2024-06-01,Jun 2024,2024,6,June,Pretzels,Snacks,South,Online,Students,370,0,370,2.33,0.98,862.1,362.6,499.5,862.1,57.94
5416,2024-06-01,Jun 2024,2024,6,June,Popcorn,Snacks,South,Online,Seniors,287,4,283,2.17,0.91,622.79,261.17,361.62,614.11,58.06
5417,2024-06-01,Jun 2024,2024,6,June,Crackers,Snacks,South,Online,Young Adults,222,0,222,3.71,1.56,823.62,346.32,477.3,823.62,57.95
5418,2024-06-01,Jun 2024,2024,6,June,Nuts Mix,Snacks,South,Online,Seniors,477,2,475,3.53,1.48,1683.81,705.96,977.85,1676.75,58.07
5419,2024-06-01,Jun 2024,2024,6,June,Cola 500ml,Beverages,South,Online,Seniors,482,12,470,3.21,1.22,1547.22,588.04,959.18,1508.7,61.99
5420,2024-06-01,Jun 2024,2024,6,June,Orange Juice 1L,Beverages,South,Online,Family,210,4,206,1.03,0.39,216.3,81.9,134.4,212.18,62.14
5421,2024-06-01,Jun 2024,2024,6,June,Mineral Water 1.5L,Beverages,South,Online,Students,484,12,472,1.94,0.74,938.96,358.16,580.8,915.68,61.86
5422,2024-06-01,Jun 2024,2024,6,June,Energy Drink,Beverages,South,Online,Students,905,19,886,0.88,0.33,796.4,298.65,497.75,779.68,62.5
5423,2024-06-01,Jun 2024,2024,6,June,Iced Tea 330ml,Beverages,South,Online,Young Adults,135,3,132,1.39,0.53,187.65,71.55,116.1,183.48,61.87
5424,2024-06-01,Jun 2024,2024,6,June,Sports Drink,Beverages,South,Online,Young Adults,598,4,594,2.16,0.82,1291.68,490.36,801.32,1283.04,62.04
5425,2024-06-01,Jun 2024,2024,6,June,Full Cream Milk 1L,Dairy,South,Online,Students,627,9,618,1.3,0.72,815.1,451.44,363.66,803.4,44.62
5426,2024-06-01,Jun 2024,2024,6,June,Greek Yogurt 200g,Dairy,South,Online,Young Adults,136,2,134,1.96,1.08,266.56,146.88,119.68,262.64,44.9
5427,2024-06-01,Jun 2024,2024,6,June,Cheddar Cheese 250g,Dairy,South,Online,Seniors,546,11,535,3.67,2.02,2003.82,1102.92,900.9,1963.45,44.96
5428,2024-06-01,Jun 2024,2024,6,June,Butter 250g,Dairy,South,Online,Young Adults,215,0,215,3.27,1.8,703.05,387.0,316.05,703.05,44.95
5429,2024-06-01,Jun 2024,2024,6,June,Cream Cheese 150g,Dairy,South,Online,Family,220,2,218,2.04,1.12,448.8,246.4,202.4,444.72,45.1
5430,2024-06-01,Jun 2024,2024,6,June,White Bread Loaf,Bakery,South,Online,Students,179,4,175,2.77,1.39,495.83,248.81,247.02,484.75,49.82
5431,2024-06-01,Jun 2024,2024,6,June,Whole Wheat Bread,Bakery,South,Online,Seniors,651,19,632,3.43,1.72,2232.93,1119.72,1113.21,2167.76,49.85
5432,2024-06-01,Jun 2024,2024,6,June,Croissant 4pk,Bakery,South,Online,Health-Conscious,535,13,522,1.02,0.51,545.7,272.85,272.85,532.44,50.0
5433,2024-06-01,Jun 2024,2024,6,June,Muffins 6pk,Bakery,South,Online,Students,521,12,509,3.42,1.71,1781.82,890.91,890.91,1740.78,50.0
5434,2024-06-01,Jun 2024,2024,6,June,Bagels 4pk,Bakery,South,Online,Health-Conscious,180,4,176,3.09,1.54,556.2,277.2,279.0,543.84,50.16
5435,2024-06-01,Jun 2024,2024,6,June,Milk Chocolate Bar,Confectionery,South,Online,Seniors,308,0,308,1.61,0.64,495.88,197.12,298.76,495.88,60.25
5436,2024-06-01,Jun 2024,2024,6,June,Dark Chocolate Bar,Confectionery,South,Online,Health-Conscious,285,1,284,1.23,0.49,350.55,139.65,210.9,349.32,60.16
5437,2024-06-01,Jun 2024,2024,6,June,Gummy Bears,Confectionery,South,Online,Students,180,2,178,2.91,1.16,523.8,208.8,315.0,517.98,60.14
5438,2024-06-01,Jun 2024,2024,6,June,Jelly Beans,Confectionery,South,Online,Seniors,171,0,171,1.61,0.64,275.31,109.44,165.87,275.31,60.25
5439,2024-06-01,Jun 2024,2024,6,June,Hard Candy Mix,Confectionery,South,Online,Health-Conscious,116,1,115,1.09,0.44,126.44,51.04,75.4,125.35,59.63
5440,2024-06-01,Jun 2024,2024,6,June,Frozen Pizza,Frozen,South,Online,Young Adults,743,6,737,3.03,1.45,2251.29,1077.35,1173.94,2233.11,52.15
5441,2024-06-01,Jun 2024,2024,6,June,Ice Cream 1L,Frozen,South,Online,Seniors,705,17,688,7.16,3.44,5047.8,2425.2,2622.6,4926.08,51.96
5442,2024-06-01,Jun 2024,2024,6,June,Frozen Fries 1kg,Frozen,South,Online,Seniors,532,14,518,5.82,2.79,3096.24,1484.28,1611.96,3014.76,52.06
5443,2024-06-01,Jun 2024,2024,6,June,Fish Fingers 400g,Frozen,South,Online,Family,179,1,178,6.94,3.33,1242.26,596.07,646.19,1235.32,52.02
5444,2024-06-01,Jun 2024,2024,6,June,Frozen Peas 500g,Frozen,South,Online,Students,706,5,701,6.51,3.12,4596.06,2202.72,2393.34,4563.51,52.07
5445,2024-06-01,Jun 2024,2024,6,June,Canned Tuna 185g,Canned Goods,South,Online,Family,282,2,280,1.67,0.75,470.94,211.5,259.44,467.6,55.09
5446,2024-06-01,Jun 2024,2024,6,June,Canned Beans 400g,Canned Goods,South,Online,Young Adults,194,5,189,2.45,1.1,475.3,213.4,261.9,463.05,55.1
5447,2024-06-01,Jun 2024,2024,6,June,Canned Tomatoes 400g,Canned Goods,South,Online,Young Adults,707,0,707,1.38,0.62,975.66,438.34,537.32,975.66,55.07
5448,2024-06-01,Jun 2024,2024,6,June,Canned Corn 340g,Canned Goods,South,Online,Family,575,6,569,1.69,0.76,971.75,437.0,534.75,961.61,55.03
5449,2024-06-01,Jun 2024,2024,6,June,Tomato Ketchup 500ml,Condiments,South,Online,Family,296,0,296,3.57,1.54,1056.72,455.84,600.88,1056.72,56.86
5450,2024-06-01,Jun 2024,2024,6,June,Mustard 250g,Condiments,South,Online,Seniors,494,11,483,3.05,1.31,1506.7,647.14,859.56,1473.15,57.05
5451,2024-06-01,Jun 2024,2024,6,June,Mayonnaise 400g,Condiments,South,Online,Health-Conscious,557,3,554,3.65,1.57,2033.05,874.49,1158.56,2022.1,56.99
5452,2024-06-01,Jun 2024,2024,6,June,BBQ Sauce 350ml,Condiments,South,Online,Health-Conscious,82,2,80,2.94,1.26,241.08,103.32,137.76,235.2,57.14
5453,2024-06-01,Jun 2024,2024,6,June,Hot Sauce 150ml,Condiments,South,Online,Family,175,3,172,3.26,1.4,570.5,245.0,325.5,560.72,57.06
5454,2024-06-01,Jun 2024,2024,6,June,Potato Chips,Snacks,South,Wholesale,Family,102,3,99,3.42,1.44,348.84,146.88,201.96,338.58,57.89
5455,2024-06-01,Jun 2024,2024,6,June,Tortilla Chips,Snacks,South,Wholesale,Young Adults,376,10,366,1.58,0.66,594.08,248.16,345.92,578.28,58.23
5456,2024-06-01,Jun 2024,2024,6,June,Pretzels,Snacks,South,Wholesale,Students,780,23,757,2.33,0.98,1817.4,764.4,1053.0,1763.81,57.94
5457,2024-06-01,Jun 2024,2024,6,June,Popcorn,Snacks,South,Wholesale,Health-Conscious,862,1,861,2.17,0.91,1870.54,784.42,1086.12,1868.37,58.06
5458,2024-06-01,Jun 2024,2024,6,June,Crackers,Snacks,South,Wholesale,Seniors,595,9,586,3.71,1.56,2207.45,928.2,1279.25,2174.06,57.95
5459,2024-06-01,Jun 2024,2024,6,June,Nuts Mix,Snacks,South,Wholesale,Health-Conscious,271,6,265,3.53,1.48,956.63,401.08,555.55,935.45,58.07
5460,2024-06-01,Jun 2024,2024,6,June,Cola 500ml,Beverages,South,Wholesale,Students,1200,15,1185,3.21,1.22,3852.0,1464.0,2388.0,3803.85,61.99
5461,2024-06-01,Jun 2024,2024,6,June,Orange Juice 1L,Beverages,South,Wholesale,Health-Conscious,191,4,187,1.03,0.39,196.73,74.49,122.24,192.61,62.14
5462,2024-06-01,Jun 2024,2024,6,June,Mineral Water 1.5L,Beverages,South,Wholesale,Young Adults,700,13,687,1.94,0.74,1358.0,518.0,840.0,1332.78,61.86
5463,2024-06-01,Jun 2024,2024,6,June,Energy Drink,Beverages,South,Wholesale,Young Adults,410,7,403,0.88,0.33,360.8,135.3,225.5,354.64,62.5
5464,2024-06-01,Jun 2024,2024,6,June,Iced Tea 330ml,Beverages,South,Wholesale,Health-Conscious,338,1,337,1.39,0.53,469.82,179.14,290.68,468.43,61.87
5465,2024-06-01,Jun 2024,2024,6,June,Sports Drink,Beverages,South,Wholesale,Health-Conscious,650,17,633,2.16,0.82,1404.0,533.0,871.0,1367.28,62.04
5466,2024-06-01,Jun 2024,2024,6,June,Full Cream Milk 1L,Dairy,South,Wholesale,Seniors,709,16,693,1.3,0.72,921.7,510.48,411.22,900.9,44.62
5467,2024-06-01,Jun 2024,2024,6,June,Greek Yogurt 200g,Dairy,South,Wholesale,Seniors,353,2,351,1.96,1.08,691.88,381.24,310.64,687.96,44.9
5468,2024-06-01,Jun 2024,2024,6,June,Cheddar Cheese 250g,Dairy,South,Wholesale,Seniors,130,0,130,3.67,2.02,477.1,262.6,214.5,477.1,44.96
5469,2024-06-01,Jun 2024,2024,6,June,Butter 250g,Dairy,South,Wholesale,Seniors,210,6,204,3.27,1.8,686.7,378.0,308.7,667.08,44.95
5470,2024-06-01,Jun 2024,2024,6,June,Cream Cheese 150g,Dairy,South,Wholesale,Students,442,0,442,2.04,1.12,901.68,495.04,406.64,901.68,45.1
5471,2024-06-01,Jun 2024,2024,6,June,White Bread Loaf,Bakery,South,Wholesale,Health-Conscious,743,19,724,2.77,1.39,2058.11,1032.77,1025.34,2005.48,49.82
5472,2024-06-01,Jun 2024,2024,6,June,Whole Wheat Bread,Bakery,South,Wholesale,Seniors,459,13,446,3.43,1.72,1574.37,789.48,784.89,1529.78,49.85
5473,2024-06-01,Jun 2024,2024,6,June,Croissant 4pk,Bakery,South,Wholesale,Young Adults,707,1,706,1.02,0.51,721.14,360.57,360.57,720.12,50.0
5474,2024-06-01,Jun 2024,2024,6,June,Muffins 6pk,Bakery,South,Wholesale,Young Adults,224,2,222,3.42,1.71,766.08,383.04,383.04,759.24,50.0
5475,2024-06-01,Jun 2024,2024,6,June,Bagels 4pk,Bakery,South,Wholesale,Health-Conscious,153,0,153,3.09,1.54,472.77,235.62,237.15,472.77,50.16
5476,2024-06-01,Jun 2024,2024,6,June,Milk Chocolate Bar,Confectionery,South,Wholesale,Young Adults,627,7,620,1.61,0.64,1009.47,401.28,608.19,998.2,60.25
5477,2024-06-01,Jun 2024,2024,6,June,Dark Chocolate Bar,Confectionery,South,Wholesale,Seniors,646,0,646,1.23,0.49,794.58,316.54,478.04,794.58,60.16
5478,2024-06-01,Jun 2024,2024,6,June,Gummy Bears,Confectionery,South,Wholesale,Students,309,2,307,2.91,1.16,899.19,358.44,540.75,893.37,60.14
5479,2024-06-01,Jun 2024,2024,6,June,Jelly Beans,Confectionery,South,Wholesale,Health-Conscious,134,0,134,1.61,0.64,215.74,85.76,129.98,215.74,60.25
